ID,Timestamp,Keywords,Account handle,Account name,AccountType,Joined,Tweet,Tweet Translated,Robredo,Marcos,Pacquiao,Tweet Type,DatePosted,Content type,Likes,Replies,Retweets,Rating,Tokenizing & Stop Words Removal,Stemmed,Lemmatized
41-30,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@liapatrick,chin chaekyong,Anonymous,11/11,"@FilipinaAtheist @IskoMoreno @FilipinaAtheist saan na yung almost P5million binulsa ni Leni na hindi dineclare sa SALN at hindi din nagbayad ng tax? Dami din pondo ni Leni ngayon, bumili ng boto, nangahoy ng volunteers at partido ng kalaban. Kumusta ang Angat Bulsa NGO niya https://t.co/Y1wGtN2G2d","where did the almost p5 million that leni pocketed without declaring it in her statement of assets, liabilities, and net worth (saln) and without paying taxes go? leni seems to have a lot of funds now, buying votes, recruiting volunteers, and supporting the opposing party. how is her angat bulsa ngo doing?",1,0,0,"Text, Image",20/05/22 07:59,"Rational, Emotional",0,0,0,UNPROVEN,almost p5 million leni pocketed without declaring statement assets liabilities net worth salnconfusion without paying taxes go leni seems lot funds buying votes recruiting volunteers supporting opposing party angat bulsa ngo,"['almost', 'p5', 'million', 'leni', 'pocket', 'without', 'declar', 'statement', 'asset', 'liabil', 'net', 'worth', 'salnconfus', 'without', 'pay', 'tax', 'go', 'leni', 'seem', 'lot', 'fund', 'buy', 'vote', 'recruit', 'volunt', 'support', 'oppos', 'parti', 'angat', 'bulsa', 'ngo']","['almost', 'p5', 'million', 'leni', 'pocketed', 'without', 'declaring', 'statement', 'asset', 'liability', 'net', 'worth', 'salnconfusion', 'without', 'paying', 'tax', 'go', 'leni', 'seems', 'lot', 'fund', 'buying', 'vote', 'recruiting', 'volunteer', 'supporting', 'opposing', 'party', 'angat', 'bulsa', 'ngo']"
41-31,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@LeeGarc43328008,Lee Garcia,Anonymous,01/22,"@musicindustree @iconfessbaby @PhilstarNews Kung ako si BBM- SARA, HND ako magsasayang Ng oras at pera para bumili Ng boto Ng Tao Kung alam Kung malakas ako..Kaya pwedeng ginawa video na Yan para manira, Kasi may ipapalabas sila Kung sakaling matalo ang pinklawans.. may hawak kuwari silang video Ng vote buying Ng uniteam..","if i were bbm-sara, i wouldn't waste my time and money buying people's votes if i know i am a strong candidate. they could have made that video to discredit me because they have something prepared in case the opposition loses. they supposedlhave a video showing vote buying by the uniteam.",0,1,0,"Text, reply",19/05/22 17:58,Emotional,0,0,0,UNPROVEN,bbmsara wouldnt waste time money buying peoples votes know strong candidate could made video discredit something prepared case opposition loses supposedlhave video showing vote buying uniteam,"['bbmsara', 'wouldnt', 'wast', 'time', 'money', 'buy', 'peopl', 'vote', 'know', 'strong', 'candid', 'could', 'made', 'video', 'discredit', 'someth', 'prepar', 'case', 'opposit', 'lose', 'supposedlhav', 'video', 'show', 'vote', 'buy', 'uniteam']","['bbmsara', 'wouldnt', 'waste', 'time', 'money', 'buying', 'people', 'vote', 'know', 'strong', 'candidate', 'could', 'made', 'video', 'discredit', 'something', 'prepared', 'case', 'opposition', 'loses', 'supposedlhave', 'video', 'showing', 'vote', 'buying', 'uniteam']"
41-32,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@okkinyawa,conix,Identified,08/21,"Bumibili rin daw ng boto si Leni, sabi ng isa ko pang pinsan na apologist. Hiningan ko ng proof tapos biglang nag change topic. https://t.co/RwzuLDGSRg","leni is also said to be buying votes, according to a cousin of mine who is an apologist. i asked for proof, but suddenly they changed the topic.",1,0,0,"Text, Image",2022-11-05 09:59,Rational,2,1,0,UNPROVEN,leni also said buying votes according cousin mine apologist asked proof suddenly changed topic,"['leni', 'also', 'said', 'buy', 'vote', 'accord', 'cousin', 'mine', 'apologist', 'ask', 'proof', 'suddenli', 'chang', 'topic']","['leni', 'also', 'said', 'buying', 'vote', 'according', 'cousin', 'mine', 'apologist', 'asked', 'proof', 'suddenly', 'changed', 'topic']"
41-33,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@YourGirlMaecie,Maecie Jhiane Athena Reyes,Identified,03/21,"@roxybeloved Kaya nga from your word house to house, Kc nangungumbinsi at di bumibili Ng boto at mandaraya, sana you can say it sa binoto mo âœŒï¸ aa Yun 2016 election ba na twice nagpa recount so BBM pero Lalo lumamang si Leni after? Nandaya na si BBM nuon pero talo parin, sakit nun","that's why, from your word ""house to house,"" because they persuade instead of buying votes and cheating, i hope you can say it to the candidate you voted for. in the 2016 elections, there were two recounts for bbm, but leni gained more advantage afterwards. bbm cheated back then, but still lost. that was painful.",0,1,0,"Text, reply",2022-11-05 03:07,Emotional,0,1,0,UNPROVEN,word house house persuade instead buying votes cheating hope say candidate voted 2016 elections two recounts bbm leni gained advantage afterwards bbm cheated back still lost painful,"['word', 'hous', 'hous', 'persuad', 'instead', 'buy', 'vote', 'cheat', 'hope', 'say', 'candid', 'vote', '2016', 'elect', 'two', 'recount', 'bbm', 'leni', 'gain', 'advantag', 'afterward', 'bbm', 'cheat', 'back', 'still', 'lost', 'pain']","['word', 'house', 'house', 'persuade', 'instead', 'buying', 'vote', 'cheating', 'hope', 'say', 'candidate', 'voted', '2016', 'election', 'two', 'recount', 'bbm', 'leni', 'gained', 'advantage', 'afterwards', 'bbm', 'cheated', 'back', 'still', 'lost', 'painful']"
41-34,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@migosaur,MIGO áµ•Ìˆ,Identified,12/13,"Daming budget ni Blengblong bumili ng boto pero magbayad ng utang, wala. Sya yung friend mong di nagbabayad ng utang pero makikita mong laging nasa galaan at may bagong gamit","blengblong has a lot of budget to buy votes, but when it comes to paying debts, nothing. he's like that friend who never pays their debts but you always see them going out and buying new things.",0,1,0,Text,2022-09-05 19:04,Emotional,49,0,5,UNPROVEN,blengblong lot budget buy votes comes paying debts nothing hes like friend never pays debts always see going buying new things,"['blengblong', 'lot', 'budget', 'buy', 'vote', 'come', 'pay', 'debt', 'noth', 'he', 'like', 'friend', 'never', 'pay', 'debt', 'alway', 'see', 'go', 'buy', 'new', 'thing']","['blengblong', 'lot', 'budget', 'buy', 'vote', 'come', 'paying', 'debt', 'nothing', 'he', 'like', 'friend', 'never', 'pay', 'debt', 'always', 'see', 'going', 'buying', 'new', 'thing']"
41-35,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@131_bright,131Bright,Anonymous,09/20,"Natrigger ako, bigla syang nagcomment na bumibili raw ng boto si leni, sumagot ako and it led to a huge argument yet again at nakisawsaw p yung pinsan nya na kadikit lang ang bahay samin.","i got triggered when he suddenly commented that leni supposedly buys votes. i responded, and it led to another heated argument, and even his cousin, who lives nearby, got involved.",1,0,0,"Text, Reply",20/04/22 23:16,Emotional,0,1,0,UNPROVEN,got triggered suddenly commented leni supposedly buys votes responded led another heated argument even cousin lives nearby got involved,"['got', 'trigger', 'suddenli', 'comment', 'leni', 'supposedli', 'buy', 'vote', 'respond', 'led', 'anoth', 'heat', 'argument', 'even', 'cousin', 'live', 'nearbi', 'got', 'involv']","['got', 'triggered', 'suddenly', 'commented', 'leni', 'supposedly', 'buy', 'vote', 'responded', 'led', 'another', 'heated', 'argument', 'even', 'cousin', 'life', 'nearby', 'got', 'involved']"
41-36,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@batangML,Creative Minds,Anonymous,03/20,@rowenagunggong @babytalk_1234 @I_am_Adie @Rain_08207 @TheGary86481490 @maria47215 @SaiLou02 @HelenOrdonio14 @Bessie_2012 @BBRae07 @fakyoto @TheSmilingBOW @obispofraybotod @Kyle01theUndead @LugawNaLutang @RockyMa46760498 @leni10president @orochiherman @IngridTallod @bbmindaysara @jaeager11 @saraduterte_ Boba Kung Hindi bumili Ng Boto Yang Machievallian ADDICT sa palagay mo mananalo Yan ? Kung sabagay marami nga palang UTAK KULTO na Tulad ....patay gutom na troll https://t.co/8IfuR0mCKy,"if that machiavellian addict didn't buy votes, do you think he would still win? anyway, there are many cult followers who are like hungry trolls.",0,1,0,"Text, Image, Reply",18/05/22 21:14,Emotional,0,1,0,UNPROVEN,machiavellian addict didnt buy votes think would still win anyway many cult followers like hungry trolls,"['machiavellian', 'addict', 'didnt', 'buy', 'vote', 'think', 'would', 'still', 'win', 'anyway', 'mani', 'cult', 'follow', 'like', 'hungri', 'troll']","['machiavellian', 'addict', 'didnt', 'buy', 'vote', 'think', 'would', 'still', 'win', 'anyway', 'many', 'cult', 'follower', 'like', 'hungry', 'troll']"
41-37,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@batangML,Creative Minds,Anonymous,03/20,@dTnalakRiderSR @babytalk_1234 @bwahahahakalerx @cassandra143442 @mangtomas2020 @crabby_625 @Otep_4_BetterPH @AwanTiSoldNorth @FrogMulat Sus maliwanag na planted ni Addict pero ito maliwanag pa sa sikat Ng Araw na Bumili Ng Boto Ang Addict na Anak Ng Diktador Gamit Ang Ninakaw ni Macoy sa taumbayan https://t.co/xmDchJWGAF,"oh, it's clear the addict panted that, but it's as clear as day that the son of the dictator, addict, is buying votes using the stolen money of macoy from the people.",0,1,0,"Text, Image, Reply",15/05/22 10:15,Emotional,0,1,0,UNPROVEN,oh clear addict panted clear day son dictator addict buying votes using stolen money macoy people,"['oh', 'clear', 'addict', 'pant', 'clear', 'day', 'son', 'dictat', 'addict', 'buy', 'vote', 'use', 'stolen', 'money', 'macoy', 'peopl']","['oh', 'clear', 'addict', 'panted', 'clear', 'day', 'son', 'dictator', 'addict', 'buying', 'vote', 'using', 'stolen', 'money', 'macoy', 'people']"
41-38,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@solonsrealgf,â€Ù‹,Anonymous,10/20,"So sinend ko to sa pinsan kong hindi padin botante and mas matanda ako sakanya, everytime na sinasabi ko na kesho bumibili ng boto si marcos sinasabi ba naman sakin ""edi sabihin mo kay marcos na wag siya mag bayad"" like gurrrlll wtf","so i sent this to my cousin who still doesn't vote, and i'm older than them. every time i mention that marcos is allegedly buying votes, they have the audacity to say, ""well, tell marcos not to pay."" like, gurrrlll, wtf.",0,1,0,"Text, Image, Reply",2022-09-05 23:26,Emotional,2,2,0,UNPROVEN,sent cousin still vote older every time mention marcos allegedly buying votes audacity say well tell marcos pay like gurrrlll wtf,"['sent', 'cousin', 'still', 'vote', 'older', 'everi', 'time', 'mention', 'marco', 'allegedli', 'buy', 'vote', 'audac', 'say', 'well', 'tell', 'marco', 'pay', 'like', 'gurrrlll', 'wtf']","['sent', 'cousin', 'still', 'vote', 'older', 'every', 'time', 'mention', 'marcos', 'allegedly', 'buying', 'vote', 'audacity', 'say', 'well', 'tell', 'marcos', 'pay', 'like', 'gurrrlll', 'wtf']"
41-39,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@mcmrst,mikaela,Identified,1/20,"di ako naniniwalang yan lang ang boto ni VP Leni. sa mga rally palang tangina lamang na lamang na! di ko to matatanggap! MGA BOBO KAYONG LAHAT NA BUMOTO SA TAONG WALANG ALAM, TAONG BUMIBILI NG BOTO, TAONG NAKILALA LANG DAHIL SA TATAY AT TAONG LUMAKI SA LAYAW! #Halalan2022","i don't believe that those are the only votes vp leni received. just based on the rallies, she's clearly leading! i can't accept this! you're all fools who voted for someone who knows nothing, who buys votes, who is only known because of her father, and who grew up in luxury!",0,1,0,Text,2022-09-05 21:55,Emotional,6,0,1,UNPROVEN,dont believe votes vp leni received based rallies shes clearly leading cant accept youre fools voted someone knows nothing buys votes known father grew luxury,"['dont', 'believ', 'vote', 'vp', 'leni', 'receiv', 'base', 'ralli', 'she', 'clearli', 'lead', 'cant', 'accept', 'your', 'fool', 'vote', 'someon', 'know', 'noth', 'buy', 'vote', 'known', 'father', 'grew', 'luxuri']","['dont', 'believe', 'vote', 'vp', 'leni', 'received', 'based', 'rally', 'shes', 'clearly', 'leading', 'cant', 'accept', 'youre', 'fool', 'voted', 'someone', 'know', 'nothing', 'buy', 'vote', 'known', 'father', 'grew', 'luxury']"
41-40,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@I_am_Adie,Just Me,Anonymous,11/09,@batangML @BBRae07 @Rain_08207 @TheGary86481490 @fakyoto @SaiLou02 @babytalk_1234 @maria47215 @TheSmilingBOW @obispofraybotod @Kyle01theUndead @LugawNaLutang @RockyMa46760498 @leni10president @orochiherman @IngridTallod @bbmindaysara @jaeager11 @saraduterte_ Bisaya man gyud ko oi! Si lenlen ang bumili ng boto pero d ko tinanggap.,"i'm really a bisaya! lenlen was the one who bought votes, but i didn't accept them.",1,0,0,"Text, reply",14/05/22 08:23,Emotional,2,2,0,UNPROVEN,im really bisaya lenlen one bought votes didnt accept,"['im', 'realli', 'bisaya', 'lenlen', 'one', 'bought', 'vote', 'didnt', 'accept']","['im', 'really', 'bisaya', 'lenlen', 'one', 'bought', 'vote', 'didnt', 'accept']"
41-41,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@infini7e_dreams,soundlessnotes âœ¨,Anonymous,08/20,Kung sigurado na pala kampo ni vvm mananalo sila bakit bumibili ng boto?? Hmmmm? tsk tsk tsk,"if the camp of vvm is already confident that they will win, why are they buying votes?? hmmmm? tsk tsk tsk.",1,0,0,"Text, reply",2022-09-05 17:42,Emotional,0,0,0,UNPROVEN,camp vvm already confident win buying votes hmmmm tsk tsk tsk,"['camp', 'vvm', 'alreadi', 'confid', 'win', 'buy', 'vote', 'hmmmm', 'tsk', 'tsk', 'tsk']","['camp', 'vvm', 'already', 'confident', 'win', 'buying', 'vote', 'hmmmm', 'tsk', 'tsk', 'tsk']"
41-42,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@bIckpnkrev,ð“†© ð”Ÿð”¬ð”¯ð”« ð”­ð”¦ð”«ð”¨ ð“†ª,Anonymous,02/20,"ang naisip ko, kung may foolproof cheating plan ang narcos camp, kung manipulated na ang machines at completely corrupted na ang come/ec, bakit ang dami pa rin bumibili ng boto???
 
 it only means hindi pa rin nila completely hawak ang outcome.
 
 stay hopeful!! keep being vigilant!!","what i thought was, if the narcos camp has a foolproof cheating plan, if the machines are already manipulated and the comelec is completely corrupted, then why are there still many people buying votes? it only means they still don't have complete control over the outcome. stay hopeful! keep being vigilant!",0,1,0,Text,2022-09-05 16:36,"Rational, Emotional",3,0,0,UNPROVEN,thought narcos camp foolproof cheating plan machines already manipulated comelec completely corrupted still many people buying votes means still dont complete control outcome stay hopeful keep vigilant,"['thought', 'narco', 'camp', 'foolproof', 'cheat', 'plan', 'machin', 'alreadi', 'manipul', 'comelec', 'complet', 'corrupt', 'still', 'mani', 'peopl', 'buy', 'vote', 'mean', 'still', 'dont', 'complet', 'control', 'outcom', 'stay', 'hope', 'keep', 'vigil']","['thought', 'narcos', 'camp', 'foolproof', 'cheating', 'plan', 'machine', 'already', 'manipulated', 'comelec', 'completely', 'corrupted', 'still', 'many', 'people', 'buying', 'vote', 'mean', 'still', 'dont', 'complete', 'control', 'outcome', 'stay', 'hopeful', 'keep', 'vigilant']"
41-43,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@KulayPinoy,KulayPinoyHindiTisoy,Anonymous,05/21,@jesusfalcis Mas walanghiya yung bumibili ng boto https://t.co/8ePJxHcoHw,buying votes is more disgraceful.,1,0,0,"Text, Image, Reply",2022-09-05 16:29,Emotional,7,2,1,UNPROVEN,buying votes disgraceful,"['buy', 'vote', 'disgrac']","['buying', 'vote', 'disgraceful']"
41-44,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@_ktynn,Whey,Identified,03/14,"sa bbm supporters pa nanggagaling na may dayaan amp samantalang yung kandidato niyo lantaran na bumibili ng boto, totoo ka ba","the accusation of cheating supposedly comes from the supporters of bbm, while your candidate openly buys votes. are you real?",0,1,0,Text,2022-09-05 15:52,Emotional,2,0,0,UNPROVEN,accusation cheating supposedly comes supporters bbm candidate openly buys votes real,"['accus', 'cheat', 'supposedli', 'come', 'support', 'bbm', 'candid', 'openli', 'buy', 'vote', 'real']","['accusation', 'cheating', 'supposedly', 'come', 'supporter', 'bbm', 'candidate', 'openly', 'buy', 'vote', 'real']"
41-45,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@iampia625,june saldaÃ±a,Identified,12/10,@iamrodafrog Asan ang plataporma mo bbm puro paninira lng ang alam mo cno ba ang bumibili ng boto dba ang unithieves. Mahiya ka nman at hindi kba natatakot sa parusa ng Diyos,"where is your platform, bbm? all you know is how to criticize. isn't it the unithieves who are buying votes? have some shame and aren't you afraid of god's punishment?",0,1,0,"Text, reply",2022-06-05 15:42,Emotional,1,0,1,UNPROVEN,platform bbm know criticize isnt unithieves buying votes shame arent afraid gods punishment,"['platform', 'bbm', 'know', 'critic', 'isnt', 'unithiev', 'buy', 'vote', 'shame', 'arent', 'afraid', 'god', 'punish']","['platform', 'bbm', 'know', 'criticize', 'isnt', 'unithieves', 'buying', 'vote', 'shame', 'arent', 'afraid', 'god', 'punishment']"
41-46,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@hidebsss,0m$krRt,Anonymous,07/18,"so far, kakampink pa lang sa sta.cruz elem (dasma) ang bumibili ng boto. Kilala ko po sila and may kilala ako na binenta boto nya :))))","so far, only kakampink in sta.cruz elem (dasma) is buying votes. i know them and i know someone who sold their vote :))))",1,0,0,Text,2022-09-05 13:47,Rational,0,1,0,UNPROVEN,far kakampink stacruz elem dasmaconfusion buying votes know know someone sold vote happyfaceorsmileyconfusionconfusionconfusion,"['far', 'kakampink', 'stacruz', 'elem', 'dasmaconfus', 'buy', 'vote', 'know', 'know', 'someon', 'sold', 'vote', 'happyfaceorsmileyconfusionconfusionconfus']","['far', 'kakampink', 'stacruz', 'elem', 'dasmaconfusion', 'buying', 'vote', 'know', 'know', 'someone', 'sold', 'vote', 'happyfaceorsmileyconfusionconfusionconfusion']"
41-47,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@MarkGeraldBOng1,Mark Gerald B Ong,Identified,05/20,#May9naloNaBBMSARA kasi mga mandaraya at bumibili ng mg boto,#may9nalonabbmsara because they cheat and buy votes.,0,1,0,Text,2022-09-05 11:49,Rational,0,0,0,UNPROVEN,may9nalonabbmsara cheat buy votes,"['may9nalonabbmsara', 'cheat', 'buy', 'vote']","['may9nalonabbmsara', 'cheat', 'buy', 'vote']"
41-48,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@ltseyy,A,Anonymous,04/12,"Leading sa survey pero mandaraya, bumibili pa ng boto. SHOUTOUT MGA BBM FANNEYS DYAN, AYAN BA ANG PRESIDENTE NIYO?","leading in the survey but cheating, still buying votes. shoutout to all bbm fanneys out there, is that your president?",0,1,0,Text,2022-09-05 11:22,Emotional,0,0,1,UNPROVEN,leading survey cheating still buying votes shoutout bbm fanneys president,"['lead', 'survey', 'cheat', 'still', 'buy', 'vote', 'shoutout', 'bbm', 'fanney', 'presid']","['leading', 'survey', 'cheating', 'still', 'buying', 'vote', 'shoutout', 'bbm', 'fanneys', 'president']"
41-49,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@StanLess39,Stan,Anonymous,11/17,@ughmigos Toxic KAU! Tumigil na kayo sa paninira! Kung sino man dito ang madaya at bumibili ng boto kampo yan ni Leni!!!!,"you're all toxic! stop spreading false accusations! whoever here is dishonest and buying votes, that's leni's camp!!!!",1,0,0,"Text, reply",2022-09-05 11:08,Emotional,0,0,0,UNPROVEN,youre toxic stop spreading false accusations whoever dishonest buying votes thats lenis camp,"['your', 'toxic', 'stop', 'spread', 'fals', 'accus', 'whoever', 'dishonest', 'buy', 'vote', 'that', 'leni', 'camp']","['youre', 'toxic', 'stop', 'spreading', 'false', 'accusation', 'whoever', 'dishonest', 'buying', 'vote', 'thats', 'lenis', 'camp']"
41-50,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@damndadii,janey,Anonymous,02/21,Yung afford nila bumili ng boto pero di naman nagbabayad ng buwis at galing sa nakaw sa bayan yung ginagamit,they can afford to buy votes but they don't pay taxes and use stolen funds from the nation.,0,1,0,"Text, reply",2022-09-05 22:53,Emotional,0,0,0,UNPROVEN,afford buy votes dont pay taxes use stolen funds nation,"['afford', 'buy', 'vote', 'dont', 'pay', 'tax', 'use', 'stolen', 'fund', 'nation']","['afford', 'buy', 'vote', 'dont', 'pay', 'tax', 'use', 'stolen', 'fund', 'nation']"
41-51,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@michiko73825504,flaminghotcheetos,Anonymous,03/21,@fantastic_dell edi sana disqualified na siya dahil sa vote buying at bayad sa rally tanga e kayo nga naghahakot gamit bus truck at kung ano ano pa nasasabi niyong marami kayo kasi kada rally sa lugar pareparehas na taong hinakot lg nandoon kaya mababa boto yikes tanga mo,"then she should have been disqualified for vote buying and paying for rallies. you're so stupid, you even use buses, trucks, and other means to transport people. you claim that you have a lot of supporters, but in reality, the same people are just being transported to each rally, that's why the number of votes is low. yikes, you're so foolish.",1,0,0,"Text, Reply",26/05/22 20:55,Rational,0,0,0,UNPROVEN,disqualified vote buying paying rallies youre stupid even use buses trucks means transport people claim lot supporters reality people transported rally thats number votes low yikes youre foolish,"['disqualifi', 'vote', 'buy', 'pay', 'ralli', 'your', 'stupid', 'even', 'use', 'buse', 'truck', 'mean', 'transport', 'peopl', 'claim', 'lot', 'support', 'realiti', 'peopl', 'transport', 'ralli', 'that', 'number', 'vote', 'low', 'yike', 'your', 'foolish']","['disqualified', 'vote', 'buying', 'paying', 'rally', 'youre', 'stupid', 'even', 'use', 'bus', 'truck', 'mean', 'transport', 'people', 'claim', 'lot', 'supporter', 'reality', 'people', 'transported', 'rally', 'thats', 'number', 'vote', 'low', 'yikes', 'youre', 'foolish']"
41-52,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Sophiia004,Sophiiaa,Anonymous,02/22,@datumx11 Yung madameng post sa fb ng talamak na vote buying eh ano na lang?? Sino ba ang may kakayahang mamili ng boto? Sino ba ung mga tangang nag papabili ng boto nila?? Di ba andun lahat sa kabila??!!,"the numerous posts on fb about rampant vote buying, what now?? who has the capability to buy votes? who are the foolish ones buying their votes?? aren't they all on the other side??!!",0,1,0,"Text, Reply",21/05/22 00:57,"Rational, Emotional",0,0,0,"UNPROVEN, MISLEADING",numerous posts fb rampant vote buying capability buy votes foolish ones buying votes arent side,"['numer', 'post', 'fb', 'rampant', 'vote', 'buy', 'capabl', 'buy', 'vote', 'foolish', 'one', 'buy', 'vote', 'arent', 'side']","['numerous', 'post', 'fb', 'rampant', 'vote', 'buying', 'capability', 'buy', 'vote', 'foolish', 'one', 'buying', 'vote', 'arent', 'side']"
41-53,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@lakeinamountain,victoria dizon,Identified,03/11,@datumx11 Yes my friends have received so many reports of election vote buying + threats na report to lawyers for Leni and other bantay boto groups. Who knows if comelec will act as they said they would.,yes my friends have received so many reports of election vote buying + threats reported to lawyers for leni and other vote guarding groups. who knows if comelec will act as they said they would.,0,1,0,"Text, Reply",21/05/22 20:26,Rational,1,0,0,UNPROVEN,yes friends received many reports election vote buying threats reported lawyers leni vote guarding groups knows comelec act said would,"['ye', 'friend', 'receiv', 'mani', 'report', 'elect', 'vote', 'buy', 'threat', 'report', 'lawyer', 'leni', 'vote', 'guard', 'group', 'know', 'comelec', 'act', 'said', 'would']","['yes', 'friend', 'received', 'many', 'report', 'election', 'vote', 'buying', 'threat', 'reported', 'lawyer', 'leni', 'vote', 'guarding', 'group', 'know', 'comelec', 'act', 'said', 'would']"
41-54,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@shaoie2015,Hola Hola,Anonymous,10/15,@my_luckycharm @ABSCBNNews Massive vote buying tlaga bago ba yan sa atin? Kahit mga dumaan na eleksyon ganun naman din! Walang bago jan kasi sanay mga dilawan na mangbayad ng tao para sa boto nila.,"massive vote buying really, is that new to us? even the past elections were like that! there is nothing new there because dilawans are used to pay people for their votes.",1,0,0,"Text, Reply",20/05/22 10:41,Emotional,0,0,0,UNPROVEN,massive vote buying really new us even past elections like nothing new dilawans used pay people votes,"['massiv', 'vote', 'buy', 'realli', 'new', 'us', 'even', 'past', 'elect', 'like', 'noth', 'new', 'dilawan', 'use', 'pay', 'peopl', 'vote']","['massive', 'vote', 'buying', 'really', 'new', 'u', 'even', 'past', 'election', 'like', 'nothing', 'new', 'dilawans', 'used', 'pay', 'people', 'vote']"
41-55,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@MrPotatoHead_MD,MrPotatoHeadMD,Anonymous,08/21,"Actually, we are hoping but at the same time wala na eh election 2022 is a great fraud naman din from sirang vcm, vote buying, 500+ na walang boto si VP, smartmagic na di nababago yung bilang atbp pero wala knowing Narcos and his oligarch cronies will rule once again. Expected na","actually, we are hoping but at the same time not election 2022 is also a great fraud from broken vcm, vote buying, 500+ no votes for vp, smartmagic that does not change its count etc but nothing narcos and his oligarch cronies will rule once again. its as expected.",0,1,0,"Text, Reply",19/05/22 1:24,Rational,1,0,0,UNPROVEN,actually hoping time election 2022 also great fraud broken vcm vote buying 500 votes vp smartmagic change count etc nothing narcos oligarch cronies rule expected,"['actual', 'hope', 'time', 'elect', '2022', 'also', 'great', 'fraud', 'broken', 'vcm', 'vote', 'buy', '500', 'vote', 'vp', 'smartmag', 'chang', 'count', 'etc', 'noth', 'narco', 'oligarch', 'croni', 'rule', 'expect']","['actually', 'hoping', 'time', 'election', '2022', 'also', 'great', 'fraud', 'broken', 'vcm', 'vote', 'buying', '500', 'vote', 'vp', 'smartmagic', 'change', 'count', 'etc', 'nothing', 'narcos', 'oligarch', 'crony', 'rule', 'expected']"
41-56,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Jeniieandpeers,Jeniie,Anonymous,04/20,@VancouverEye Ksi it's rigged &amp; ginalingan s vote buying. First time in history din mas mlaki ang boto ng president kesa s nngungunang senator. Usto tlaga patunayan ung result sa False Asia kya kahit nging sobrang flawed n ng figures. Onli panatiko will believe dis is clean &amp; honest election,"because it's rigged and they excelled in vote buying. it's also the first time in history that the votes for the president exceeded those for the leading senator. they really want to prove the results through false asia, that's why even though the figures are extremely flawed, only fanatics will believe that this is a clean and honest election.",0,1,0,"Text, Reply",19/05/22 21:43,"Rational, Emotional",1,0,0,UNPROVEN,rigged excelled vote buying also first time history votes president exceeded leading senator really want prove results false asia thats even though figures extremely flawed fanatics believe clean honest election,"['rig', 'excel', 'vote', 'buy', 'also', 'first', 'time', 'histori', 'vote', 'presid', 'exceed', 'lead', 'senat', 'realli', 'want', 'prove', 'result', 'fals', 'asia', 'that', 'even', 'though', 'figur', 'extrem', 'flaw', 'fanat', 'believ', 'clean', 'honest', 'elect']","['rigged', 'excelled', 'vote', 'buying', 'also', 'first', 'time', 'history', 'vote', 'president', 'exceeded', 'leading', 'senator', 'really', 'want', 'prove', 'result', 'false', 'asia', 'thats', 'even', 'though', 'figure', 'extremely', 'flawed', 'fanatic', 'believe', 'clean', 'honest', 'election']"
